eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,identificationReferences,remarks
UGM-2017DA-BA018-DRY,UGM-2017DA-BA018-DRY-VE001,HumanObservation,2016-05-22/06-4,Animalia,Fejervarya cancrivora,species,Katak hijau,-7.12022222 | 110.08666667,110.08666667 | 110.08666667,WGS84,ID,4,4,individuals,present,Iskandar (2008) | Kusrini (2013),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE006,HumanObservation,2015-07-03/10-07,Animalia,Cyrtodactylus sp.,genus,,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,4,4,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE007,HumanObservation,2015-07-03/10-07,Animalia,Eutropis indespresna,species,Brown's mabuya,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE008,HumanObservation,2015-07-03/10-07,Animalia,Eutropis multifasciata,species,Common sun skink,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,4,4,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE009,HumanObservation,2015-07-03/10-07,Animalia,Fejervarya cancrivora,species,Mangrove frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE010,HumanObservation,2015-07-03/10-07,Animalia,Gecko smithii,species,Smith's green-eyed gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,3,3,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE011,HumanObservation,2015-07-03/10-07,Animalia,Gonocephalus bornensis,species,Borneo forest dragon,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE012,HumanObservation,2015-07-03/10-07,Animalia,Hemidactylus frenatus,species,Common house gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,6,6,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE013,HumanObservation,2015-07-03/10-07,Animalia,Heosemys spinosa,species,Sunburst turtle,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE014,HumanObservation,2015-07-03/10-07,Animalia,Hylarana picturata,species,Spotted stream frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE015,HumanObservation,2015-07-03/10-07,Animalia,Hylarana raniceps,species,White-lipped frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE016,HumanObservation,2015-07-03/10-07,Animalia,Hylarana signata,species,Stiped stream frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE017,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes kuhlii,species,Large-headed frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,21,21,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE018,HumanObservation,2015-07-03/10-07,Animalia,Limonectes leporinus,species,Giant river frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,26,26,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE019,HumanObservation,2015-07-03/10-07,Animalia,Notochelys platynota,species,Malayan flat-shelled turtle,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE020,HumanObservation,2015-07-03/10-07,Animalia,Odorrana hosii,species,Poisonous rock frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE021,HumanObservation,2015-07-03/10-07,Animalia,Phrynoidis aspera,species,Asian giant toad,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,10,10,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE022,HumanObservation,2015-07-03/10-07,Animalia,Sphenomorphus haasi,species,,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE023,HumanObservation,2015-07-03/10-07,Animalia,Sphenomorphus multisquamatus,species,Many-scaled litter skink,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HP,UGM-2016IR-BA019-HP-VE024,HumanObservation,2015-07-03/10-07,Animalia,Varanus salvator,species,Common water monitor,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE001,HumanObservation,2015-07-03/10-07,Animalia,Amyda cartilaginea,species,Southeast asian softshell turtle,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),Ansonia sp. 2
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE002,HumanObservation,2015-07-03/10-07,Animalia,Ansonia sp.,genus,,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,9,9,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE003,HumanObservation,2015-07-03/10-07,Animalia,Ansonia spinulifer,species,Spiny slender toad,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,4,4,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE004,HumanObservation,2015-07-03/10-07,Animalia,Boiga dendrophila annectens,species,Gold-ringed cat snake,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE005,HumanObservation,2015-07-03/10-07,Animalia,Bronchocela cristatella,species,Green crested lizard,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE006,HumanObservation,2015-07-03/10-07,Animalia,Bungarus flaviceps,species,Red-headed krait,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE007,HumanObservation,2015-07-03/10-07,Animalia,Cyrtodactylus hosii,species,Yoshi's bow-fingered gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE008,HumanObservation,2015-07-03/10-07,Animalia,Cyrtodactylus ingeri,species,Sabah bow-fingered gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE009,HumanObservation,2015-07-03/10-07,Animalia,Dasia grisea,species,Gray tree skink,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE010,HumanObservation,2015-07-03/10-07,Animalia,Dasia vittata,species,Striped tree skink,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,3,3,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE011,HumanObservation,2015-07-03/10-07,Animalia,Draco sumatranus,species,Common gliding lizard,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE012,HumanObservation,2015-07-03/10-07,Animalia,Enhydris enhydris,species,Rainbow water snake,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE013,HumanObservation,2015-07-03/10-07,Animalia,Eutropis multifasciata,species,Common sun skink,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,7,7,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE014,HumanObservation,2015-07-03/10-07,Animalia,Eutropis rudis,species,Black-banded ground skink,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE015,HumanObservation,2015-07-03/10-07,Animalia,Fejervarya cancrivora,species,Mangrove frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,31,31,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE016,HumanObservation,2015-07-03/10-07,Animalia,Fejervarya limnocharis,species,Grass frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,41,41,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE017,HumanObservation,2015-07-03/10-07,Animalia,Gehyra mutilata,species,Stump-toed gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE018,HumanObservation,2015-07-03/10-07,Animalia,Gecko smithii,species,Smith's green-eyed gecko,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE019,HumanObservation,2015-07-03/10-07,Animalia,Gonocephalus bornensis,species,Borneo forest dragon,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE020,HumanObservation,2015-07-03/10-07,Animalia,Hylarana erythraea,species,Common green frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,9,9,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE021,HumanObservation,2015-07-03/10-07,Animalia,Hylarana glandulosa,species,Rough-sided frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE022,HumanObservation,2015-07-03/10-07,Animalia,Hylarana nicobariensis,species,Nicobar Island frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE023,HumanObservation,2015-07-03/10-07,Animalia,Hylarana picturata,species,Spotted stream frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,46,46,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE024,HumanObservation,2015-07-03/10-07,Animalia,Hylarana raniceps,species,White-lipped frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,35,35,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE025,HumanObservation,2015-07-03/10-07,Animalia,Hylarana signata,species,Stiped stream frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,40,40,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE026,HumanObservation,2015-07-03/10-07,Animalia,Ingerana baluensis,species,Inger's dwarf frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE027,HumanObservation,2015-07-03/10-07,Animalia,Leptobrachella mjobergi,species,Mjoberg's dwarf litter frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,10,10,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE028,HumanObservation,2015-07-03/10-07,Animalia,Leptobrachium montanum,species,Montane litter frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE029,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes finchi,species,Rough guardian frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,7,7,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE030,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes ibanorum,species,Rough-backed river toad,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,10,10,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE031,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes kuhlii,species,Large-headed frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,20,20,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE032,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes leporinus,species,Giant river frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,39,39,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE033,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes malesianus,species,Peat swamp frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE034,HumanObservation,2015-07-03/10-07,Animalia,Limnonectes paramacrodon,species,Lesser swamp frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE035,HumanObservation,2015-07-03/10-07,Animalia,Odorrana hosii,species,Poisonous rock frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,15,15,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE036,HumanObservation,2015-07-03/10-07,Animalia,Oreocryptophis porphyraceus,species,Black-banded trinket snake,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE037,HumanObservation,2015-07-03/10-07,Animalia,Pedostibes hosii,species,Brown tree frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,8,8,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE038,HumanObservation,2015-07-03/10-07,Animalia,Phrynoidis aspera,species,Asian giant toad,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,57,57,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE039,HumanObservation,2015-07-03/10-07,Animalia,Phrynoidis juxtaspera,species,Giant river frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,3,3,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE040,HumanObservation,2015-07-03/10-07,Animalia,Polypedates leucomystax,species,Four-lined tree frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,17,17,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE041,HumanObservation,2015-07-03/10-07,Animalia,Polypedates macrotis,species,Dark-eared tree frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,3,3,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE042,HumanObservation,2015-07-03/10-07,Animalia,Polypedates otilophus,species,File-eared tree frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,8,8,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE043,HumanObservation,2015-07-03/10-07,Animalia,Broghammerus reticulatus,species,Reticulated phyton,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE044,HumanObservation,2015-07-03/10-07,Animalia,Sphenomorphus haasi,species,,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE045,HumanObservation,2015-07-03/10-07,Animalia,Sphenomorphus sp.,genus,,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE046,HumanObservation,2015-07-03/10-07,Animalia,Staurois latopalmatus,species,Sabah splash frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE047,HumanObservation,2015-07-03/10-07,Animalia,Staurois natator,species,Mindanao splash frog,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,5,5,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE048,HumanObservation,2015-07-03/10-07,Animalia,Tropidophorus beccari,species,Beccari's keeled skink,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,6,6,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE049,HumanObservation,2015-07-03/10-07,Animalia,Varanus salvator,species,Common water monitor,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE050,HumanObservation,2015-07-03/10-07,Animalia,Xenochrophis trianguligerus,species,Red-sided keelback water snack,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,4,4,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016IR-BA019-HPT,UGM-2016IR-BA019-HPT-VE051,HumanObservation,2015-07-03/10-07,Animalia,Xenopeltis unicolor,species,Sunbeam snake,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,Malkmus et al. (2002) | Inger and Stuebing (2005) | Das (2004) | Das (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE001,HumanObservation,2015-07/10,Animalia,Haliastur indus,species,Elang bondol,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE002,HumanObservation,2015-07/10,Animalia,Nisaetus cirrhatus,species,Elang brontok,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE003,HumanObservation,2015-07/10,Animalia,Ictinaeutus malayensis,species,Elang hitam,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE004,HumanObservation,2015-07/10,Animalia,Ichtyophaga humilis,species,Elang ikan kecil,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,6,6,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE005,HumanObservation,2015-07/10,Animalia,Aegithina viridissima,species,Cipoh jantung,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,17,17,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE006,HumanObservation,2015-07/10,Animalia,Pelargopsis capensis,species,Pekaka emas,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE007,HumanObservation,2015-07/10,Animalia,Alcedo euryzona,species,Raja udang kalung biru,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE008,HumanObservation,2015-07/10,Animalia,Alcedo meninting,species,Raja udang meninting,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,6,6,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE009,HumanObservation,2015-07/10,Animalia,Ceyx erithacus,species,Udang api,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,7,7,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE010,HumanObservation,2015-07/10,Animalia,Ceyx rufidosa,species,Udang punggung merah,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE011,HumanObservation,2015-07/10,Animalia,Anhinga melanogaster,species,Pecuk ular asia,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE012,HumanObservation,2015-07/10,Animalia,Hirundapus caudatus,species,Kapinis jarum asia,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,8,8,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE013,HumanObservation,2015-07/10,Animalia,Collocalia linchi,species,Walet linchi,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,16,16,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE014,HumanObservation,2015-07/10,Animalia,Artamus leucorhyncus,species,Kekep babi,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,1,1,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE015,HumanObservation,2015-07/10,Animalia,Rhyticeros galeritus,species,Julang emas,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,4,4,individuals,present,MacKinnon et al. (2010),
UGM-2016BA-BA020-HL,UGM-2016BA-BA020-HL-VE016,HumanObservation,2015-07/10,Animalia,Aceros corrugartus,species,Julang jambul hitam,1.388 / 0.89,111.91805556 / 113.32138889,WGS84,ID,2,2,individuals,present,MacKinnon et al. (2010),
